order_id,fecha,mes,año,trimestre,cliente_id,region,canal_venta,product_id,nombre_producto,categoria,cantidad,precio_unitario,descuento_pct,venta_neta,margen_pct
10133,2023-03-07,3,2023,T1,172,Valparaíso,App móvil,4006,Porta Notebook,Accesorios,1,24990,0,24990,68.0
10134,2023-01-10,1,2023,T1,93,La Araucanía,App móvil,1004,Mouse Inalámbrico,Electrónica,1,22491,10,22491,60.0
10135,2023-04-09,4,2023,T2,58,Maule,App móvil,1007,Webcam HD,Electrónica,1,39990,0,39990,60.0
10135,2023-04-09,4,2023,T2,58,Maule,App móvil,1008,Disco Duro Externo 1TB,Electrónica,2,54990,0,109980,60.0
10135,2023-04-09,4,2023,T2,58,Maule,App móvil,2007,Calcetines Pack 3,Ropa,1,5092,15,5092,64.7
10135,2023-04-09,4,2023,T2,58,Maule,App móvil,1008,Disco Duro Externo 1TB,Electrónica,1,52240,5,52240,57.9
10136,2023-03-20,3,2023,T1,42,RM,App móvil,4006,Porta Notebook,Accesorios,2,22491,10,44982,64.4
10137,2023-03-26,3,2023,T1,185,RM,App móvil,2005,Poleron Algodón,Ropa,1,22491,10,22491,62.2
10138,2023-08-16,8,2023,T3,157,RM,App móvil,4007,Paraguas Compacto,Accesorios,2,14990,0,29980,70.0
10139,2023-05-03,5,2023,T2,80,RM,App móvil,3001,Sartén Antiadherente,Hogar,3,15992,20,47976,56.2
10139,2023-05-03,5,2023,T2,80,RM,App móvil,2007,Calcetines Pack 3,Ropa,1,5990,0,5990,69.9
10139,2023-05-03,5,2023,T2,80,RM,App móvil,2001,Polera Básica,Ropa,1,12990,0,12990,69.2
10139,2023-05-03,5,2023,T2,80,RM,App móvil,4007,Paraguas Compacto,Accesorios,3,13491,10,40473,66.6
10140,2023-11-06,11,2023,T4,36,Valparaíso,Web,1006,"Monitor 24""",Electrónica,2,132990,5,265980,48.9
10140,2023-11-06,11,2023,T4,36,Valparaíso,Web,4001,Mochila Urban,Accesorios,1,35991,10,35991,61.1
10140,2023-11-06,11,2023,T4,36,Valparaíso,Web,3005,Cojín Decorativo,Hogar,2,11990,0,23980,70.8
10141,2023-03-24,3,2023,T1,70,RM,App móvil,3006,Set Toallas x3,Hogar,1,18990,0,18990,65.8
10142,2023-04-24,4,2023,T2,116,Los Lagos,App móvil,1004,Mouse Inalámbrico,Electrónica,1,24990,0,24990,64.0
10142,2023-04-24,4,2023,T2,116,Los Lagos,App móvil,2001,Polera Básica,Ropa,1,12990,0,12990,69.2
10142,2023-04-24,4,2023,T2,116,Los Lagos,App móvil,1007,Webcam HD,Electrónica,1,39990,0,39990,60.0
10143,2023-02-20,2,2023,T1,183,O'Higgins,Web,1006,"Monitor 24""",Electrónica,1,118992,15,118992,42.9
10143,2023-02-20,2,2023,T1,183,O'Higgins,Web,1005,Teclado Mecánico,Electrónica,1,71991,10,71991,55.5
10144,2023-12-28,12,2023,T4,121,Maule,Web,1006,"Monitor 24""",Electrónica,2,139990,0,279980,51.4
10145,2023-04-21,4,2023,T2,39,Los Lagos,Web,4001,Mochila Urban,Accesorios,1,39990,0,39990,65.0
10145,2023-04-21,4,2023,T2,39,Los Lagos,Web,3008,Alfombra 120x80,Hogar,1,44990,0,44990,60.0
10146,2023-01-25,1,2023,T1,62,Biobío,Web,3006,Set Toallas x3,Hogar,1,18990,0,18990,65.8
10147,2023-09-13,9,2023,T3,153,RM,App móvil,3008,Alfombra 120x80,Hogar,1,40491,10,40491,55.5
10147,2023-09-13,9,2023,T3,153,RM,App móvil,3008,Alfombra 120x80,Hogar,1,44990,0,44990,60.0
10148,2023-06-30,6,2023,T2,62,Biobío,Web,2008,Gorra,Ropa,1,11990,0,11990,70.8
10148,2023-06-30,6,2023,T2,62,Biobío,Web,4001,Mochila Urban,Accesorios,1,31992,20,31992,56.2
10149,2023-10-06,10,2023,T4,130,La Araucanía,Web,3008,Alfombra 120x80,Hogar,1,38242,15,38242,52.9
10149,2023-10-06,10,2023,T4,130,La Araucanía,Web,3008,Alfombra 120x80,Hogar,1,44990,0,44990,60.0
10150,2023-07-11,7,2023,T3,65,La Araucanía,App móvil,2006,Pantalón de Buzo,Ropa,1,17991,10,17991,66.6
10150,2023-07-11,7,2023,T3,65,La Araucanía,App móvil,1006,"Monitor 24""",Electrónica,1,125991,10,125991,46.0
10151,2023-06-20,6,2023,T2,35,RM,App móvil,3008,Alfombra 120x80,Hogar,1,42740,5,42740,57.9
10152,2023-12-17,12,2023,T4,119,Biobío,App móvil,3003,Organizador Cajones,Hogar,1,13491,10,13491,62.9
10152,2023-12-17,12,2023,T4,119,Biobío,App móvil,3007,Jarra Filtro Agua,Hogar,1,34990,0,34990,62.8
10152,2023-12-17,12,2023,T4,119,Biobío,App móvil,1003,Parlante Portátil,Electrónica,1,59990,0,59990,58.3
10152,2023-12-17,12,2023,T4,119,Biobío,App móvil,1003,Parlante Portátil,Electrónica,1,50992,15,50992,51.0
10153,2023-09-21,9,2023,T3,102,Maule,App móvil,3005,Cojín Decorativo,Hogar,2,11990,0,23980,70.8
10153,2023-09-21,9,2023,T3,102,Maule,App móvil,3005,Cojín Decorativo,Hogar,1,10791,10,10791,67.6
10153,2023-09-21,9,2023,T3,102,Maule,App móvil,2004,Zapatillas Running,Ropa,2,49990,0,99980,62.0
10153,2023-09-21,9,2023,T3,102,Maule,App móvil,1006,"Monitor 24""",Electrónica,1,139990,0,139990,51.4
10154,2023-07-24,7,2023,T3,191,RM,Web,2004,Zapatillas Running,Ropa,1,49990,0,49990,62.0
10155,2023-12-21,12,2023,T4,128,Antofagasta,Web,3004,Lámpara LED Escritorio,Hogar,1,24990,0,24990,64.0
10156,2023-08-06,8,2023,T3,21,La Araucanía,App móvil,2001,Polera Básica,Ropa,1,12990,0,12990,69.2
10157,2023-02-10,2,2023,T1,84,Los Lagos,App móvil,2002,Jeans Slim,Ropa,1,29990,0,29990,63.3
10157,2023-02-10,2,2023,T1,84,Los Lagos,App móvil,3001,Sartén Antiadherente,Hogar,1,19990,0,19990,65.0
10158,2023-01-22,1,2023,T1,187,Los Lagos,Web,2002,Jeans Slim,Ropa,1,23992,20,23992,54.2
10158,2023-01-22,1,2023,T1,187,Los Lagos,Web,3006,Set Toallas x3,Hogar,3,18990,0,56970,65.8
10158,2023-01-22,1,2023,T1,187,Los Lagos,Web,2006,Pantalón de Buzo,Ropa,1,19990,0,19990,70.0
10159,2023-12-14,12,2023,T4,41,Biobío,Web,1003,Parlante Portátil,Electrónica,1,59990,0,59990,58.3
10159,2023-12-14,12,2023,T4,41,Biobío,Web,3007,Jarra Filtro Agua,Hogar,2,34990,0,69980,62.8
10159,2023-12-14,12,2023,T4,41,Biobío,Web,4007,Paraguas Compacto,Accesorios,1,14240,5,14240,68.4
10159,2023-12-14,12,2023,T4,41,Biobío,Web,2001,Polera Básica,Ropa,1,12340,5,12340,67.6
10160,2023-07-09,7,2023,T3,96,RM,Web,1007,Webcam HD,Electrónica,1,39990,0,39990,60.0
10161,2023-07-23,7,2023,T3,81,Valparaíso,App móvil,2008,Gorra,Ropa,1,11990,0,11990,70.8
10161,2023-07-23,7,2023,T3,81,Valparaíso,App móvil,1005,Teclado Mecánico,Electrónica,1,67992,15,67992,52.9
10162,2023-03-02,3,2023,T1,68,RM,App móvil,4001,Mochila Urban,Accesorios,1,37990,5,37990,63.1
10162,2023-03-02,3,2023,T1,68,RM,App móvil,3001,Sartén Antiadherente,Hogar,1,15992,20,15992,56.2
10163,2023-04-13,4,2023,T2,32,Maule,App móvil,1004,Mouse Inalámbrico,Electrónica,1,21242,15,21242,57.6
10164,2023-08-16,8,2023,T3,23,RM,Web,2008,Gorra,Ropa,2,11990,0,23980,70.8
10164,2023-08-16,8,2023,T3,23,RM,Web,4004,Reloj Digital,Accesorios,1,49990,0,49990,68.0
10164,2023-08-16,8,2023,T3,23,RM,Web,2004,Zapatillas Running,Ropa,1,44991,10,44991,57.8
10165,2023-12-25,12,2023,T4,164,Antofagasta,Web,2003,Parka Impermeable,Ropa,1,59990,0,59990,61.7
10166,2023-04-13,4,2023,T2,36,Valparaíso,Web,3002,Juego de Camas 2P,Hogar,1,28490,5,28490,61.4
10167,2023-07-08,7,2023,T3,120,RM,Web,3005,Cojín Decorativo,Hogar,2,11990,0,23980,70.8
10167,2023-07-08,7,2023,T3,120,RM,Web,1005,Teclado Mecánico,Electrónica,1,71991,10,71991,55.5
10167,2023-07-08,7,2023,T3,120,RM,Web,3003,Organizador Cajones,Hogar,1,14990,0,14990,66.6
10168,2023-07-29,7,2023,T3,148,Maule,App móvil,2005,Poleron Algodón,Ropa,1,24990,0,24990,66.0
10169,2023-12-15,12,2023,T4,133,Los Lagos,App móvil,4007,Paraguas Compacto,Accesorios,1,14240,5,14240,68.4
10170,2023-03-08,3,2023,T1,111,Los Lagos,App móvil,1001,Audífonos Bluetooth,Electrónica,1,44990,0,44990,60.0
10170,2023-03-08,3,2023,T1,111,Los Lagos,App móvil,1008,Disco Duro Externo 1TB,Electrónica,1,46742,15,46742,52.9
10171,2023-04-26,4,2023,T2,89,RM,Web,3004,Lámpara LED Escritorio,Hogar,1,23740,5,23740,62.1
10171,2023-04-26,4,2023,T2,89,RM,Web,2003,Parka Impermeable,Ropa,1,59990,0,59990,61.7
10171,2023-04-26,4,2023,T2,89,RM,Web,1001,Audífonos Bluetooth,Electrónica,1,44990,0,44990,60.0
10172,2023-09-15,9,2023,T3,165,Los Lagos,Web,3003,Organizador Cajones,Hogar,1,14240,5,14240,64.9
10173,2023-11-06,11,2023,T4,87,O'Higgins,Web,3002,Juego de Camas 2P,Hogar,1,25492,15,25492,56.8
10173,2023-11-06,11,2023,T4,87,O'Higgins,Web,1003,Parlante Portátil,Electrónica,2,59990,0,119980,58.3
10173,2023-11-06,11,2023,T4,87,O'Higgins,Web,1006,"Monitor 24""",Electrónica,1,132990,5,132990,48.9
10174,2023-11-13,11,2023,T4,164,Antofagasta,Web,3003,Organizador Cajones,Hogar,1,14240,5,14240,64.9
10175,2023-06-04,6,2023,T2,124,Valparaíso,Web,4006,Porta Notebook,Accesorios,1,24990,0,24990,68.0
10176,2023-12-19,12,2023,T4,16,Valparaíso,App móvil,2002,Jeans Slim,Ropa,1,29990,0,29990,63.3
10177,2023-11-07,11,2023,T4,37,La Araucanía,Web,4008,Lentes de Lectura,Accesorios,1,10392,20,10392,66.3
10178,2023-06-26,6,2023,T2,103,Biobío,App móvil,2004,Zapatillas Running,Ropa,1,49990,0,49990,62.0
10179,2023-05-04,5,2023,T2,120,RM,Web,3005,Cojín Decorativo,Hogar,1,11990,0,11990,70.8
10180,2023-05-29,5,2023,T2,99,O'Higgins,Web,2005,Poleron Algodón,Ropa,2,21242,15,42484,60.0
10180,2023-05-29,5,2023,T2,99,O'Higgins,Web,2007,Calcetines Pack 3,Ropa,2,5990,0,11980,69.9
10180,2023-05-29,5,2023,T2,99,O'Higgins,Web,1004,Mouse Inalámbrico,Electrónica,1,19992,20,19992,55.0
10181,2023-08-28,8,2023,T3,128,Antofagasta,Web,3006,Set Toallas x3,Hogar,3,18990,0,56970,65.8
10181,2023-08-28,8,2023,T3,128,Antofagasta,Web,1008,Disco Duro Externo 1TB,Electrónica,3,54990,0,164970,60.0
10181,2023-08-28,8,2023,T3,128,Antofagasta,Web,1005,Teclado Mecánico,Electrónica,1,79990,0,79990,60.0
10182,2023-09-11,9,2023,T3,153,RM,App móvil,4006,Porta Notebook,Accesorios,1,24990,0,24990,68.0
10182,2023-09-11,9,2023,T3,153,RM,App móvil,4001,Mochila Urban,Accesorios,1,39990,0,39990,65.0
10182,2023-09-11,9,2023,T3,153,RM,App móvil,3002,Juego de Camas 2P,Hogar,1,29990,0,29990,63.3
10183,2023-07-26,7,2023,T3,94,RM,App móvil,1005,Teclado Mecánico,Electrónica,1,79990,0,79990,60.0
10184,2023-10-11,10,2023,T4,74,RM,Web,3005,Cojín Decorativo,Hogar,1,11990,0,11990,70.8
10185,2023-11-16,11,2023,T4,175,La Araucanía,App móvil,1004,Mouse Inalámbrico,Electrónica,1,22491,10,22491,60.0
10185,2023-11-16,11,2023,T4,175,La Araucanía,App móvil,1004,Mouse Inalámbrico,Electrónica,1,21242,15,21242,57.6
10186,2023-03-15,3,2023,T1,51,RM,Web,2004,Zapatillas Running,Ropa,1,49990,0,49990,62.0
10186,2023-03-15,3,2023,T1,51,RM,Web,3001,Sartén Antiadherente,Hogar,2,17991,10,35982,61.1
10187,2023-09-23,9,2023,T3,117,RM,App móvil,3008,Alfombra 120x80,Hogar,1,38242,15,38242,52.9
10188,2023-06-13,6,2023,T2,42,RM,App móvil,3008,Alfombra 120x80,Hogar,2,44990,0,89980,60.0
10189,2023-06-22,6,2023,T2,130,La Araucanía,Web,3002,Juego de Camas 2P,Hogar,1,29990,0,29990,63.3
10189,2023-06-22,6,2023,T2,130,La Araucanía,Web,3006,Set Toallas x3,Hogar,1,18990,0,18990,65.8
10189,2023-06-22,6,2023,T2,130,La Araucanía,Web,4006,Porta Notebook,Accesorios,1,24990,0,24990,68.0
10190,2023-06-07,6,2023,T2,186,RM,Web,3005,Cojín Decorativo,Hogar,1,9592,20,9592,63.5
10190,2023-06-07,6,2023,T2,186,RM,Web,1004,Mouse Inalámbrico,Electrónica,2,22491,10,44982,60.0
10190,2023-06-07,6,2023,T2,186,RM,Web,3004,Lámpara LED Escritorio,Hogar,1,22491,10,22491,60.0
10191,2023-10-26,10,2023,T4,123,Maule,App móvil,3005,Cojín Decorativo,Hogar,2,10791,10,21582,67.6
10192,2023-07-14,7,2023,T3,38,Biobío,App móvil,2001,Polera Básica,Ropa,3,12990,0,38970,69.2
10192,2023-07-14,7,2023,T3,38,Biobío,App móvil,1001,Audífonos Bluetooth,Electrónica,1,44990,0,44990,60.0
10192,2023-07-14,7,2023,T3,38,Biobío,App móvil,3003,Organizador Cajones,Hogar,1,14240,5,14240,64.9
10193,2023-07-30,7,2023,T3,129,Los Lagos,Web,3003,Organizador Cajones,Hogar,2,13491,10,26982,62.9
10193,2023-07-30,7,2023,T3,129,Los Lagos,Web,4002,Billetera Cuero,Accesorios,1,18990,5,18990,68.4
10194,2023-12-06,12,2023,T4,123,Maule,App móvil,2002,Jeans Slim,Ropa,1,29990,0,29990,63.3
10194,2023-12-06,12,2023,T4,123,Maule,App móvil,1002,Cargador Rápido USB-C,Electrónica,1,15190,5,15190,60.5
10195,2023-12-15,12,2023,T4,165,Los Lagos,Web,1007,Webcam HD,Electrónica,1,39990,0,39990,60.0
10195,2023-12-15,12,2023,T4,165,Los Lagos,Web,3001,Sartén Antiadherente,Hogar,1,19990,0,19990,65.0
10195,2023-12-15,12,2023,T4,165,Los Lagos,Web,3008,Alfombra 120x80,Hogar,3,44990,0,134970,60.0
10196,2023-05-28,5,2023,T2,181,Maule,App móvil,4002,Billetera Cuero,Accesorios,1,19990,0,19990,70.0
10197,2023-10-14,10,2023,T4,185,RM,App móvil,1005,Teclado Mecánico,Electrónica,1,79990,0,79990,60.0
10198,2023-07-22,7,2023,T3,89,RM,Web,1006,"Monitor 24""",Electrónica,3,139990,0,419970,51.4
10198,2023-07-22,7,2023,T3,89,RM,Web,2002,Jeans Slim,Ropa,3,28490,5,85470,61.4
10198,2023-07-22,7,2023,T3,89,RM,Web,1004,Mouse Inalámbrico,Electrónica,2,24990,0,49980,64.0
10198,2023-07-22,7,2023,T3,89,RM,Web,2007,Calcetines Pack 3,Ropa,2,5990,0,11980,69.9
10199,2023-10-15,10,2023,T4,179,RM,App móvil,1008,Disco Duro Externo 1TB,Electrónica,1,52240,5,52240,57.9
10200,2023-05-05,5,2023,T2,13,RM,Web,3008,Alfombra 120x80,Hogar,1,44990,0,44990,60.0
10200,2023-05-05,5,2023,T2,13,RM,Web,2008,Gorra,Ropa,1,10791,10,10791,67.6
10201,2023-02-21,2,2023,T1,175,La Araucanía,App móvil,1006,"Monitor 24""",Electrónica,3,139990,0,419970,51.4
10201,2023-02-21,2,2023,T1,175,La Araucanía,App móvil,3004,Lámpara LED Escritorio,Hogar,1,21242,15,21242,57.6
10202,2023-09-01,9,2023,T3,123,Maule,App móvil,4007,Paraguas Compacto,Accesorios,1,14240,5,14240,68.4
10202,2023-09-01,9,2023,T3,123,Maule,App móvil,2007,Calcetines Pack 3,Ropa,2,5990,0,11980,69.9
10203,2023-10-21,10,2023,T4,60,RM,App móvil,4005,Pulsera Silicona,Accesorios,2,7990,0,15980,81.2
10203,2023-10-21,10,2023,T4,60,RM,App móvil,1007,Webcam HD,Electrónica,2,39990,0,79980,60.0
10204,2023-01-19,1,2023,T1,102,Maule,App móvil,1007,Webcam HD,Electrónica,3,33992,15,101976,52.9
10204,2023-01-19,1,2023,T1,102,Maule,App móvil,4007,Paraguas Compacto,Accesorios,2,14990,0,29980,70.0
10205,2023-10-18,10,2023,T4,155,RM,Web,2008,Gorra,Ropa,1,9592,20,9592,63.5
10206,2023-10-06,10,2023,T4,135,RM,App móvil,1002,Cargador Rápido USB-C,Electrónica,2,15990,0,31980,62.5
10207,2023-04-09,4,2023,T2,29,La Araucanía,App móvil,4005,Pulsera Silicona,Accesorios,1,7990,0,7990,81.2
10208,2023-04-06,4,2023,T2,4,RM,Web,2007,Calcetines Pack 3,Ropa,1,5990,0,5990,69.9
10208,2023-04-06,4,2023,T2,4,RM,Web,3006,Set Toallas x3,Hogar,1,18040,5,18040,64.0
10209,2023-07-27,7,2023,T3,110,Coquimbo,App móvil,1001,Audífonos Bluetooth,Electrónica,1,44990,0,44990,60.0
10209,2023-07-27,7,2023,T3,110,Coquimbo,App móvil,2003,Parka Impermeable,Ropa,1,59990,0,59990,61.7
10210,2023-05-08,5,2023,T2,2,RM,App móvil,2002,Jeans Slim,Ropa,1,29990,0,29990,63.3
10211,2023-06-18,6,2023,T2,78,Valparaíso,App móvil,3003,Organizador Cajones,Hogar,1,14990,0,14990,66.6
10211,2023-06-18,6,2023,T2,78,Valparaíso,App móvil,1004,Mouse Inalámbrico,Electrónica,1,23740,5,23740,62.1
10212,2023-08-27,8,2023,T3,79,RM,App móvil,4007,Paraguas Compacto,Accesorios,1,12742,15,12742,64.7
10213,2023-12-27,12,2023,T4,198,RM,App móvil,1001,Audífonos Bluetooth,Electrónica,1,38242,15,38242,52.9
10214,2023-07-08,7,2023,T3,158,Valparaíso,App móvil,1001,Audífonos Bluetooth,Electrónica,1,44990,0,44990,60.0
10215,2023-11-07,11,2023,T4,96,RM,Web,3003,Organizador Cajones,Hogar,2,13491,10,26982,62.9
10216,2023-12-07,12,2023,T4,56,Biobío,Web,4001,Mochila Urban,Accesorios,1,35991,10,35991,61.1
10216,2023-12-07,12,2023,T4,56,Biobío,Web,4005,Pulsera Silicona,Accesorios,1,7990,0,7990,81.2
10217,2023-07-05,7,2023,T3,20,RM,App móvil,1003,Parlante Portátil,Electrónica,2,59990,0,119980,58.3
10217,2023-07-05,7,2023,T3,20,RM,App móvil,1008,Disco Duro Externo 1TB,Electrónica,1,54990,0,54990,60.0
10217,2023-07-05,7,2023,T3,20,RM,App móvil,3001,Sartén Antiadherente,Hogar,2,19990,0,39980,65.0
10218,2023-12-15,12,2023,T4,53,RM,Web,3005,Cojín Decorativo,Hogar,2,11990,0,23980,70.8
10218,2023-12-15,12,2023,T4,53,RM,Web,1006,"Monitor 24""",Electrónica,1,139990,0,139990,51.4
10219,2023-08-01,8,2023,T3,117,RM,App móvil,3005,Cojín Decorativo,Hogar,1,11990,0,11990,70.8
10219,2023-08-01,8,2023,T3,117,RM,App móvil,3002,Juego de Camas 2P,Hogar,1,29990,0,29990,63.3
10220,2023-01-02,1,2023,T1,191,RM,Web,1003,Parlante Portátil,Electrónica,1,59990,0,59990,58.3
10221,2023-02-02,2,2023,T1,139,Maule,Web,1007,Webcam HD,Electrónica,1,35991,10,35991,55.5
10221,2023-02-02,2,2023,T1,139,Maule,Web,3004,Lámpara LED Escritorio,Hogar,2,19992,20,39984,55.0
10221,2023-02-02,2,2023,T1,139,Maule,Web,1001,Audífonos Bluetooth,Electrónica,1,44990,0,44990,60.0
10221,2023-02-02,2,2023,T1,139,Maule,Web,2006,Pantalón de Buzo,Ropa,3,19990,0,59970,70.0
10222,2023-07-13,7,2023,T3,97,O'Higgins,Web,4006,Porta Notebook,Accesorios,2,24990,0,49980,68.0
10223,2023-06-28,6,2023,T2,31,La Araucanía,Web,3007,Jarra Filtro Agua,Hogar,1,34990,0,34990,62.8
10224,2023-04-25,4,2023,T2,1,Biobío,Web,2002,Jeans Slim,Ropa,1,29990,0,29990,63.3
10224,2023-04-25,4,2023,T2,1,Biobío,Web,3003,Organizador Cajones,Hogar,1,13491,10,13491,62.9
10225,2023-05-07,5,2023,T2,118,Biobío,App móvil,2003,Parka Impermeable,Ropa,1,50992,15,50992,54.9
10226,2023-02-27,2,2023,T1,9,RM,Web,2006,Pantalón de Buzo,Ropa,3,16992,15,50976,64.7
10226,2023-02-27,2,2023,T1,9,RM,Web,3006,Set Toallas x3,Hogar,1,18990,0,18990,65.8
10226,2023-02-27,2,2023,T1,9,RM,Web,4001,Mochila Urban,Accesorios,1,39990,0,39990,65.0
10227,2023-12-11,12,2023,T4,181,Maule,App móvil,1003,Parlante Portátil,Electrónica,1,59990,0,59990,58.3
10227,2023-12-11,12,2023,T4,181,Maule,App móvil,4007,Paraguas Compacto,Accesorios,1,12742,15,12742,64.7
10227,2023-12-11,12,2023,T4,181,Maule,App móvil,1006,"Monitor 24""",Electrónica,1,139990,0,139990,51.4
10228,2023-05-29,5,2023,T2,60,RM,App móvil,4006,Porta Notebook,Accesorios,1,22491,10,22491,64.4
10228,2023-05-29,5,2023,T2,60,RM,App móvil,3006,Set Toallas x3,Hogar,2,18990,0,37980,65.8
10228,2023-05-29,5,2023,T2,60,RM,App móvil,2007,Calcetines Pack 3,Ropa,2,4792,20,9584,62.4
10229,2023-09-24,9,2023,T3,57,RM,Web,2002,Jeans Slim,Ropa,1,25492,15,25492,56.8
10230,2023-03-31,3,2023,T1,161,RM,Web,3002,Juego de Camas 2P,Hogar,1,29990,0,29990,63.3
10230,2023-03-31,3,2023,T1,161,RM,Web,3004,Lámpara LED Escritorio,Hogar,1,24990,0,24990,64.0
10231,2023-09-26,9,2023,T3,82,RM,App móvil,2003,Parka Impermeable,Ropa,1,59990,0,59990,61.7
10231,2023-09-26,9,2023,T3,82,RM,App móvil,1001,Audífonos Bluetooth,Electrónica,1,44990,0,44990,60.0
10232,2023-04-26,4,2023,T2,77,Antofagasta,App móvil,1004,Mouse Inalámbrico,Electrónica,1,19992,20,19992,55.0
10232,2023-04-26,4,2023,T2,77,Antofagasta,App móvil,3003,Organizador Cajones,Hogar,1,14990,0,14990,66.6
10232,2023-04-26,4,2023,T2,77,Antofagasta,App móvil,1004,Mouse Inalámbrico,Electrónica,1,24990,0,24990,64.0
10233,2023-11-28,11,2023,T4,21,La Araucanía,App móvil,2004,Zapatillas Running,Ropa,2,49990,0,99980,62.0
10233,2023-11-28,11,2023,T4,21,La Araucanía,App móvil,1007,Webcam HD,Electrónica,1,37990,5,37990,57.9
10233,2023-11-28,11,2023,T4,21,La Araucanía,App móvil,3005,Cojín Decorativo,Hogar,1,10192,15,10192,65.7
10234,2023-04-07,4,2023,T2,195,RM,Web,4008,Lentes de Lectura,Accesorios,1,12990,0,12990,73.1
10234,2023-04-07,4,2023,T2,195,RM,Web,3005,Cojín Decorativo,Hogar,2,11990,0,23980,70.8
10235,2023-01-08,1,2023,T1,55,Biobío,Web,4008,Lentes de Lectura,Accesorios,3,12990,0,38970,73.1
10235,2023-01-08,1,2023,T1,55,Biobío,Web,1001,Audífonos Bluetooth,Electrónica,1,42740,5,42740,57.9
10235,2023-01-08,1,2023,T1,55,Biobío,Web,4005,Pulsera Silicona,Accesorios,1,6792,15,6792,77.9
10236,2023-10-10,10,2023,T4,83,Valparaíso,Web,2006,Pantalón de Buzo,Ropa,1,19990,0,19990,70.0
10236,2023-10-10,10,2023,T4,83,Valparaíso,Web,3006,Set Toallas x3,Hogar,1,18990,0,18990,65.8
10237,2023-09-12,9,2023,T3,120,RM,Web,4004,Reloj Digital,Accesorios,1,44991,10,44991,64.4
10238,2023-04-15,4,2023,T2,95,RM,Web,1007,Webcam HD,Electrónica,1,39990,0,39990,60.0
10239,2023-03-16,3,2023,T1,5,Maule,Web,3007,Jarra Filtro Agua,Hogar,1,34990,0,34990,62.8
10240,2023-03-20,3,2023,T1,51,RM,Web,2005,Poleron Algodón,Ropa,1,24990,0,24990,66.0
10241,2023-10-09,10,2023,T4,168,Biobío,App móvil,2002,Jeans Slim,Ropa,2,23992,20,47984,54.2
10241,2023-10-09,10,2023,T4,168,Biobío,App móvil,2008,Gorra,Ropa,1,11990,0,11990,70.8
10241,2023-10-09,10,2023,T4,168,Biobío,App móvil,4006,Porta Notebook,Accesorios,1,22491,10,22491,64.4
10242,2023-03-28,3,2023,T1,36,Valparaíso,Web,3005,Cojín Decorativo,Hogar,2,11990,0,23980,70.8
10242,2023-03-28,3,2023,T1,36,Valparaíso,Web,1005,Teclado Mecánico,Electrónica,1,79990,0,79990,60.0
10243,2023-01-18,1,2023,T1,20,RM,App móvil,4005,Pulsera Silicona,Accesorios,1,7990,0,7990,81.2
10243,2023-01-18,1,2023,T1,20,RM,App móvil,1002,Cargador Rápido USB-C,Electrónica,1,15990,0,15990,62.5
10243,2023-01-18,1,2023,T1,20,RM,App móvil,4007,Paraguas Compacto,Accesorios,1,14990,0,14990,70.0
10244,2023-08-22,8,2023,T3,96,RM,Web,3006,Set Toallas x3,Hogar,1,18040,5,18040,64.0
10245,2023-09-05,9,2023,T3,169,RM,Web,1007,Webcam HD,Electrónica,1,39990,0,39990,60.0
10246,2023-01-09,1,2023,T1,136,Valparaíso,App móvil,3005,Cojín Decorativo,Hogar,1,10791,10,10791,67.6
10246,2023-01-09,1,2023,T1,136,Valparaíso,App móvil,2006,Pantalón de Buzo,Ropa,1,17991,10,17991,66.6
10247,2023-04-02,4,2023,T2,28,RM,Web,3001,Sartén Antiadherente,Hogar,1,19990,0,19990,65.0
10247,2023-04-02,4,2023,T2,28,RM,Web,1001,Audífonos Bluetooth,Electrónica,2,44990,0,89980,60.0
10247,2023-04-02,4,2023,T2,28,RM,Web,2007,Calcetines Pack 3,Ropa,1,5990,0,5990,69.9
10248,2023-07-27,7,2023,T3,118,Biobío,App móvil,4002,Billetera Cuero,Accesorios,1,17991,10,17991,66.6
10248,2023-07-27,7,2023,T3,118,Biobío,App móvil,2008,Gorra,Ropa,1,9592,20,9592,63.5
10249,2023-11-29,11,2023,T4,195,RM,Web,2008,Gorra,Ropa,1,11390,5,11390,69.3
10250,2023-01-29,1,2023,T1,164,Antofagasta,Web,1008,Disco Duro Externo 1TB,Electrónica,1,49491,10,49491,55.5
10251,2023-11-27,11,2023,T4,85,RM,Web,1002,Cargador Rápido USB-C,Electrónica,2,15990,0,31980,62.5
10251,2023-11-27,11,2023,T4,85,RM,Web,3005,Cojín Decorativo,Hogar,2,11390,5,22780,69.3
10252,2023-10-18,10,2023,T4,122,Valparaíso,App móvil,1005,Teclado Mecánico,Electrónica,1,79990,0,79990,60.0
10253,2023-10-06,10,2023,T4,145,RM,App móvil,1008,Disco Duro Externo 1TB,Electrónica,1,54990,0,54990,60.0
10253,2023-10-06,10,2023,T4,145,RM,App móvil,2003,Parka Impermeable,Ropa,1,53991,10,53991,57.4
10254,2023-07-23,7,2023,T3,20,RM,App móvil,3002,Juego de Camas 2P,Hogar,1,26991,10,26991,59.2
10255,2023-07-19,7,2023,T3,174,Maule,App móvil,2004,Zapatillas Running,Ropa,2,44991,10,89982,57.8
10255,2023-07-19,7,2023,T3,174,Maule,App móvil,2002,Jeans Slim,Ropa,1,29990,0,29990,63.3
